

Oregon (PST) SNOTEL Site Hogg Pass - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Tue Apr 26 09:00:07 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,SNWD.I-1 (in) ,
526,2021-10-28,,       0,
526,2021-10-29,,       0,
526,2021-10-30,,       0,
526,2021-10-31,,       0,
526,2021-11-01,,       0,
526,2021-11-02,,       0,
526,2021-11-03,,       0,
526,2021-11-04,,       0,
526,2021-11-05,,       0,
526,2021-11-06,,       0,
526,2021-11-07,,       8,
526,2021-11-08,,       8,
526,2021-11-09,,       9,
526,2021-11-10,,       6,
526,2021-11-11,,       2,
526,2021-11-12,,       0,
526,2021-11-13,,       0,
526,2021-11-14,,       0,
526,2021-11-15,,       0,
526,2021-11-16,,       0,
526,2021-11-17,,       1,
526,2021-11-18,,       2,
526,2021-11-19,,       0,
526,2021-11-20,,       1,
526,2021-11-21,,       1,
526,2021-11-22,,       0,
526,2021-11-23,,       0,
526,2021-11-24,,       8,
526,2021-11-25,,       5,
526,2021-11-26,,       5,
526,2021-11-27,,       2,
526,2021-11-28,,       1,
526,2021-11-29,,       1,
526,2021-11-30,,       0,
526,2021-12-01,,       0,
526,2021-12-02,,       0,
526,2021-12-03,,       0,
526,2021-12-04,,       0,
526,2021-12-05,,       0,
526,2021-12-06,,       0,
526,2021-12-07,,       0,
526,2021-12-08,,       0,
526,2021-12-09,,       2,
526,2021-12-10,,       7,
526,2021-12-11,,      10,
526,2021-12-12,,      22,
526,2021-12-13,,      31,
526,2021-12-14,,      31,
526,2021-12-15,,      28,
526,2021-12-16,,      34,
526,2021-12-17,,      34,
526,2021-12-18,,      33,
526,2021-12-19,,      30,
526,2021-12-20,,      32,
526,2021-12-21,,      28,
526,2021-12-22,,      25,
526,2021-12-23,,      33,
526,2021-12-24,,      38,
526,2021-12-25,,      50,
526,2021-12-26,,      58,
526,2021-12-27,,      56,
526,2021-12-28,,      55,
526,2021-12-29,,      54,
526,2021-12-30,,      52,
526,2021-12-31,,      53,




