

Oregon (PST) SNOTEL Site Bear Grass - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Tue Apr 26 09:01:59 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,SNWD.I-1 (in) ,
1166,2021-03-15,,     124,
1166,2021-03-16,,     123,
1166,2021-03-17,,     121,
1166,2021-03-18,,     120,
1166,2021-03-19,,     122,
1166,2021-03-20,,     121,
1166,2021-03-21,,     128,
1166,2021-03-22,,     132,
1166,2021-03-23,,     139,
1166,2021-03-24,,     135,
1166,2021-03-25,,     138,
1166,2021-03-26,,     140,
1166,2021-03-27,,     137,
1166,2021-03-28,,     133,
1166,2021-03-29,,     132,
1166,2021-03-30,,     133,
1166,2021-03-31,,     130,
1166,2021-04-01,,     128,
1166,2021-04-02,,     126,
1166,2021-04-03,,     124,
1166,2021-04-04,,     122,
1166,2021-04-05,,     121,
1166,2021-04-06,,     120,
1166,2021-04-07,,     118,
1166,2021-04-08,,     118,
1166,2021-04-09,,     121,
1166,2021-04-10,,     118,
1166,2021-04-11,,     121,
1166,2021-04-12,,     119,
1166,2021-04-13,,     118,
1166,2021-04-14,,     117,
1166,2021-04-15,,     115,
1166,2021-04-16,,     113,
1166,2021-04-17,,     111,
1166,2021-04-18,,     109,
1166,2021-04-19,,     106,
1166,2021-04-20,,     104,
1166,2021-04-21,,     102,
1166,2021-04-22,,      99,
1166,2021-04-23,,      97,
1166,2021-04-24,,      95,
1166,2021-04-25,,      98,
1166,2021-04-26,,      99,
1166,2021-04-27,,      98,
1166,2021-04-28,,      96,
1166,2021-04-29,,      93,
1166,2021-04-30,,      90,
1166,2021-05-01,,      87,
1166,2021-05-02,,      84,
1166,2021-05-03,,      83,
1166,2021-05-04,,      81,
1166,2021-05-05,,      78,
1166,2021-05-06,,      76,
1166,2021-05-07,,      73,
1166,2021-05-08,,      75,
1166,2021-05-09,,      74,
1166,2021-05-10,,      72,
1166,2021-05-11,,      70,
1166,2021-05-12,,      68,
1166,2021-05-13,,      64,
1166,2021-05-14,,      61,
1166,2021-05-15,,      58,
1166,2021-05-16,,      54,
1166,2021-05-17,,      51,
1166,2021-05-18,,      47,
1166,2021-05-19,,      46,
1166,2021-05-20,,      46,
1166,2021-05-21,,      49,
1166,2021-05-22,,      45,
1166,2021-05-23,,      44,
1166,2021-05-24,,      41,
1166,2021-05-25,,      40,
1166,2021-05-26,,      38,
1166,2021-05-27,,      35,
1166,2021-05-28,,      34,
1166,2021-05-29,,      31,
1166,2021-05-30,,      28,
1166,2021-05-31,,      22,
1166,2021-06-01,,      17,
1166,2021-06-02,,      12,
1166,2021-06-03,,       7,
1166,2021-06-04,,       2,
1166,2021-06-05,,       0,
1166,2021-06-06,,       0,
1166,2021-06-07,,       0,
1166,2021-06-08,,       0,
1166,2021-06-09,,       0,
1166,2021-06-10,,       0,
1166,2021-06-11,,       0,
1166,2021-06-12,,       0,
1166,2021-06-13,,       0,
1166,2021-06-14,,       0,
1166,2021-06-15,,       0,
1166,2021-06-16,,       0,
1166,2021-06-17,,       0,
1166,2021-06-18,,       0,
1166,2021-06-19,,       0,
1166,2021-06-20,,       0,
1166,2021-06-21,,       0,
1166,2021-06-22,,       0,
1166,2021-06-23,,       0,
1166,2021-06-24,,       0,
1166,2021-06-25,,       0,
1166,2021-06-26,,       0,
1166,2021-06-27,,       0,
1166,2021-06-28,,       0,
1166,2021-06-29,,       0,
1166,2021-06-30,,       0,
1166,2021-07-01,,       0,
1166,2021-07-02,,       0,
1166,2021-07-03,,       0,
1166,2021-07-04,,       0,
1166,2021-07-05,,       0,
1166,2021-07-06,,       0,
1166,2021-07-07,,       0,
1166,2021-07-08,,       0,
1166,2021-07-09,,       0,
1166,2021-07-10,,       0,
1166,2021-07-11,,       0,
1166,2021-07-12,,       0,
1166,2021-07-13,,       0,
1166,2021-07-14,,       0,
1166,2021-07-15,,       0,
1166,2021-07-16,,       0,
1166,2021-07-17,,       0,
1166,2021-07-18,,       0,
1166,2021-07-19,,       0,
1166,2021-07-20,,       0,
1166,2021-07-21,,       0,
1166,2021-07-22,,       0,
1166,2021-07-23,,       0,
1166,2021-07-24,,       0,
1166,2021-07-25,,       0,
1166,2021-07-26,,       0,
1166,2021-07-27,,       0,
1166,2021-07-28,,       0,
1166,2021-07-29,,       0,
1166,2021-07-30,,       0,
1166,2021-07-31,,       0,
1166,2021-08-01,,       0,
1166,2021-08-02,,       0,
1166,2021-08-03,,       0,
1166,2021-08-04,,       0,
1166,2021-08-05,,       0,
1166,2021-08-06,,       0,
1166,2021-08-07,,       0,
1166,2021-08-08,,       0,
1166,2021-08-09,,       0,
1166,2021-08-10,,       0,
1166,2021-08-11,,       0,
1166,2021-08-12,,       0,
1166,2021-08-13,,       0,
1166,2021-08-14,,       0,
1166,2021-08-15,,       0,
1166,2021-08-16,,       0,
1166,2021-08-17,,       0,
1166,2021-08-18,,       0,
1166,2021-08-19,,       0,
1166,2021-08-20,,       0,
1166,2021-08-21,,       0,
1166,2021-08-22,,       0,
1166,2021-08-23,,       0,
1166,2021-08-24,,       0,
1166,2021-08-25,,       0,
1166,2021-08-26,,       0,
1166,2021-08-27,,       0,
1166,2021-08-28,,       0,
1166,2021-08-29,,       0,
1166,2021-08-30,,       0,
1166,2021-08-31,,       0,
1166,2021-09-01,,       0,
1166,2021-09-02,,       0,
1166,2021-09-03,,       0,
1166,2021-09-04,,       0,
1166,2021-09-05,,       0,
1166,2021-09-06,,       0,
1166,2021-09-07,,       0,
1166,2021-09-08,,       0,
1166,2021-09-09,,       0,
1166,2021-09-10,,       0,
1166,2021-09-11,,       0,
1166,2021-09-12,,       0,
1166,2021-09-13,,       0,
1166,2021-09-14,,       0,
1166,2021-09-15,,       0,
1166,2021-09-16,,       0,
1166,2021-09-17,,       0,
1166,2021-09-18,,       0,
1166,2021-09-19,,       0,
1166,2021-09-20,,       0,
1166,2021-09-21,,       0,
1166,2021-09-22,,       0,
1166,2021-09-23,,       0,
1166,2021-09-24,,       0,
1166,2021-09-25,,       0,
1166,2021-09-26,,       0,
1166,2021-09-27,,       0,
1166,2021-09-28,,       0,
1166,2021-09-29,,       0,
1166,2021-09-30,,       0,
1166,2021-09-30,23:59,-99.9,
1166,2021-10-01,,       0,
1166,2021-10-02,,       0,
1166,2021-10-03,,       0,
1166,2021-10-04,,       0,
1166,2021-10-05,,       0,
1166,2021-10-06,,       0,
1166,2021-10-07,,       0,
1166,2021-10-08,,       0,
1166,2021-10-09,,       0,
1166,2021-10-10,,       0,
1166,2021-10-11,,       1,
1166,2021-10-12,,       1,
1166,2021-10-13,,       1,
1166,2021-10-14,,       1,
1166,2021-10-15,,       0,
1166,2021-10-16,,       0,
1166,2021-10-17,,       0,
1166,2021-10-18,,       0,
1166,2021-10-19,,       0,
1166,2021-10-20,,       0,
1166,2021-10-21,,       0,
1166,2021-10-22,,       0,
1166,2021-10-23,,       0,
1166,2021-10-24,,       0,
1166,2021-10-25,,       0,
1166,2021-10-26,,       0,
1166,2021-10-27,,       0,
1166,2021-10-28,,       0,
1166,2021-10-29,,       0,
1166,2021-10-30,,       0,
1166,2021-10-31,,       0,
1166,2021-11-01,,       0,
1166,2021-11-02,,       0,
1166,2021-11-03,,       0,
1166,2021-11-04,,       0,
1166,2021-11-05,,       0,
1166,2021-11-06,,       0,
1166,2021-11-07,,       7,
1166,2021-11-08,,       7,
1166,2021-11-09,,       7,
1166,2021-11-10,,       6,
1166,2021-11-11,,       4,
1166,2021-11-12,,       2,
1166,2021-11-13,,       0,
1166,2021-11-14,,       0,
1166,2021-11-15,,       0,
1166,2021-11-16,,       0,
1166,2021-11-17,,       0,
1166,2021-11-18,,       1,
1166,2021-11-19,,       0,
1166,2021-11-20,,       0,
1166,2021-11-21,,       0,
1166,2021-11-22,,       0,
1166,2021-11-23,,       0,
1166,2021-11-24,,       6,
1166,2021-11-25,,       6,
1166,2021-11-26,,       7,
1166,2021-11-27,,       4,
1166,2021-11-28,,       1,
1166,2021-11-29,,       0,
1166,2021-11-30,,       0,
1166,2021-12-01,,       0,
1166,2021-12-02,,       0,
1166,2021-12-03,,       0,
1166,2021-12-04,,       0,
1166,2021-12-05,,       0,
1166,2021-12-06,,       0,
1166,2021-12-07,,       0,
1166,2021-12-08,,       0,
1166,2021-12-09,,       0,
1166,2021-12-10,,       8,
1166,2021-12-11,,      13,
1166,2021-12-12,,      30,
1166,2021-12-13,,      36,
1166,2021-12-14,,      42,
1166,2021-12-15,,      40,
1166,2021-12-16,,      46,
1166,2021-12-17,,      47,
1166,2021-12-18,,      45,
1166,2021-12-19,,      42,
1166,2021-12-20,,      43,
1166,2021-12-21,,      39,
1166,2021-12-22,,      38,
1166,2021-12-23,,      45,
1166,2021-12-24,,      52,
1166,2021-12-25,,      67,
1166,2021-12-26,,      79,
1166,2021-12-27,,      89,
1166,2021-12-28,,      88,
1166,2021-12-29,,      86,
1166,2021-12-30,,      81,
1166,2021-12-31,,      86,




