

Oregon (PST) SNOTEL Site Mckenzie - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Tue Apr 26 09:02:49 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,SNWD.I-1 (in) ,
619,2021-07-21,,       0,
619,2021-07-22,,-99.9,
619,2021-07-23,,-99.9,
619,2021-07-24,,       0,
619,2021-07-25,,       0,
619,2021-07-26,,       0,
619,2021-07-27,,       0,
619,2021-07-28,,       0,
619,2021-07-29,,       0,
619,2021-07-30,,       0,
619,2021-07-31,,       0,
619,2021-08-01,,       0,
619,2021-08-02,,       0,
619,2021-08-03,,       0,
619,2021-08-04,,       0,
619,2021-08-05,,       0,
619,2021-08-06,,       0,
619,2021-08-07,,       0,
619,2021-08-08,,       0,
619,2021-08-09,,       0,
619,2021-08-10,,       0,
619,2021-08-11,,       0,
619,2021-08-12,,       0,
619,2021-08-13,,       0,
619,2021-08-14,,       0,
619,2021-08-15,,       0,
619,2021-08-16,,       0,
619,2021-08-17,,       0,
619,2021-08-18,,       0,
619,2021-08-19,,       0,
619,2021-08-20,,       0,
619,2021-08-21,,       0,
619,2021-08-22,,       0,
619,2021-08-23,,       0,
619,2021-08-24,,       0,
619,2021-08-25,,       0,
619,2021-08-26,,       0,
619,2021-08-27,,       0,
619,2021-08-28,,       0,
619,2021-08-29,,       0,
619,2021-08-30,,       0,
619,2021-08-31,,       0,
619,2021-09-01,,       0,
619,2021-09-02,,       0,
619,2021-09-03,,       0,
619,2021-09-04,,       0,
619,2021-09-05,,       0,
619,2021-09-06,,       0,
619,2021-09-07,,       0,
619,2021-09-08,,       0,
619,2021-09-09,,       0,
619,2021-09-10,,       0,
619,2021-09-11,,       0,
619,2021-09-12,,       0,
619,2021-09-13,,       0,
619,2021-09-14,,       0,
619,2021-09-15,,       0,
619,2021-09-16,,       0,
619,2021-09-17,,       0,
619,2021-09-18,,       0,
619,2021-09-19,,       0,
619,2021-09-20,,       0,
619,2021-09-21,,       0,
619,2021-09-22,,       0,
619,2021-09-23,,       0,
619,2021-09-24,,       0,
619,2021-09-25,,       0,
619,2021-09-26,,       0,
619,2021-09-27,,       0,
619,2021-09-28,,       0,
619,2021-09-29,,       0,
619,2021-09-30,,       0,
619,2021-09-30,23:59,-99.9,
619,2021-10-01,,       0,
619,2021-10-02,,       0,
619,2021-10-03,,       0,
619,2021-10-04,,       0,
619,2021-10-05,,       0,
619,2021-10-06,,       0,
619,2021-10-07,,       0,
619,2021-10-08,,       0,
619,2021-10-09,,       0,
619,2021-10-10,,       0,
619,2021-10-11,,       1,
619,2021-10-12,,       0,
619,2021-10-13,,       0,
619,2021-10-14,,       0,
619,2021-10-15,,       0,
619,2021-10-16,,       0,
619,2021-10-17,,       0,
619,2021-10-18,,       0,
619,2021-10-19,,       0,
619,2021-10-20,,       0,
619,2021-10-21,,       0,
619,2021-10-22,,       0,
619,2021-10-23,,       0,
619,2021-10-24,,       0,
619,2021-10-25,,       0,
619,2021-10-26,,       0,
619,2021-10-27,,       0,
619,2021-10-28,,       0,
619,2021-10-29,,       0,
619,2021-10-30,,       0,
619,2021-10-31,,       0,
619,2021-11-01,,       0,
619,2021-11-02,,       0,
619,2021-11-03,,       0,
619,2021-11-04,,       0,
619,2021-11-05,,       0,
619,2021-11-06,,       0,
619,2021-11-07,,       8,
619,2021-11-08,,       5,
619,2021-11-09,,       6,
619,2021-11-10,,       5,
619,2021-11-11,,       3,
619,2021-11-12,,       0,
619,2021-11-13,,       0,
619,2021-11-14,,       0,
619,2021-11-15,,       0,
619,2021-11-16,,       0,
619,2021-11-17,,       0,
619,2021-11-18,,       1,
619,2021-11-19,,       1,
619,2021-11-20,,       1,
619,2021-11-21,,       1,
619,2021-11-22,,       2,
619,2021-11-23,,       2,
619,2021-11-24,,      11,
619,2021-11-25,,       6,
619,2021-11-26,,       7,
619,2021-11-27,,       6,
619,2021-11-28,,       2,
619,2021-11-29,,       2,
619,2021-11-30,,       3,
619,2021-12-01,,       2,
619,2021-12-02,,       2,
619,2021-12-03,,       1,
619,2021-12-04,,       2,
619,2021-12-05,,       2,
619,2021-12-06,,       1,
619,2021-12-07,,       1,
619,2021-12-08,,       1,
619,2021-12-09,,       0,
619,2021-12-10,,       8,
619,2021-12-11,,       8,
619,2021-12-12,,      21,
619,2021-12-13,,      28,
619,2021-12-14,,      33,
619,2021-12-15,,      30,
619,2021-12-16,,      33,
619,2021-12-17,,      34,
619,2021-12-18,,      32,
619,2021-12-19,,      30,
619,2021-12-20,,      27,
619,2021-12-21,,      24,
619,2021-12-22,,      21,
619,2021-12-23,,      26,
619,2021-12-24,,      34,
619,2021-12-25,,      45,
619,2021-12-26,,      51,
619,2021-12-27,,      70,
619,2021-12-28,,      72,
619,2021-12-29,,      68,
619,2021-12-30,,      63,
619,2021-12-31,,      69,




